Título,Precio de venta,Editor,Fecha de lanzamiento,Idioma,Subtítulos,Año,País,Duración,Calificación,Link
Mortal Kombat - Steelbook 4k UHD + Blu-ray,"37,44 €",DVD STORE,9 de enero de 2024,"Alemán
Castellano
Polaco
Checo
Tamil
Inglés
Hindi
Telgu
Alemán","Danés
Noruego
Sueco
Griego
Castellano
Polaco
Checo
Húngaro
Rumano",2021,EEUU,110,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/A39963847-mortal-kombat-steelbook-4k-uhd--blu-ray/?parentCategoryId=999.54220013&color=default
Grizzly Adams: La Leyenda de la Montaña Negra 1999,"11,90 €",DVD STORE,,Castellano,Español,1999,EEUU,98,Para todos los públicos,https://www.elcorteingles.es/cine/MP_0000572_34048-grizzly-adams-la-leyenda-de-la-montana-negra-1999/?parentCategoryId=999.54220013&color=default
HOMICIDIO VOLUMEN 2,N/A,DVD STORE,9 de enero de 2024,Castellano,,2004,EEUU,720,No recomendada a menores de 7 años,https://www.elcorteingles.es/cine/MP_0000572_20778-homicidio-volumen-2/?parentCategoryId=999.54220013&color=default
El Guateque (Blu-Ray) (The Party),N/A,,13 de abril de 2018,"Castellano
Castellano",Español,,España,,Para todos los públicos,https://www.elcorteingles.es/cine/MP_0008858_8436548869892-el-guateque-blu-ray-the-party/?parentCategoryId=999.54220013&color=default
El Príncipe de los Zorros BDr 1949 Prince of Foxes,"13,69 €",DVD STORE,9 de enero de 2024,Español,Español,1949,EEUU,107,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/A40437115-el-principe-de-los-zorros-bdr-1949-prince-of-foxes/?parentCategoryId=999.54220013&color=default
Los Siete Magnificos Del Espacio (Battle Beyond The Stars),N/A,,7 de diciembre de 2017,Castellano,"Español
Español
Español",,España,,Para todos los públicos,https://www.elcorteingles.es/cine/A47541692-los-siete-magnificos-del-espacio-battle-beyond-the-stars/?parentCategoryId=999.54220013&color=default
MEA CULPA (DVD),N/A,,1 de mayo de 2016,"Catalán
Catalán
Catalán",Español,,,,No recomendada a menores de 13 años,https://www.elcorteingles.es/cine/A16733985-mea-culpa-dvd/?parentCategoryId=999.54220013&color=default
Justicia Salvaje BD 1984 The Evil That Men Do,"13,69 €",DVD STORE,,"Inglés
Alemán
Castellano",Castellano,1984,México,90,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/A39760270-justicia-salvaje-bd-1984-the-evil-that-men-do/?parentCategoryId=999.54220013&color=default
El Guardian De Acero BLU-RAY 2020 Geom-gaek,N/A,DVD STORE,9 de enero de 2024,"Inglés
Castellano
Coreano","Castellano
Inglés",2019,,100,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/A46484086-el-guardian-de-acero-blu-ray-2020-geom-gaek/?parentCategoryId=999.54220013&color=default
África Bajo el Mar DVD 1953 Africa sotto i mari,"9,94 €",DVD STORE,9 de enero de 2024,"Español
Italiano",Español,1953,Italia,90,No recomendada a menores de 7 años,https://www.elcorteingles.es/cine/A29863159-africa-bajo-el-mar-dvd-1953-africa-sotto-i-mari/?parentCategoryId=999.54220013&color=default
Requiescant: Descanse en paz,"13,69 €",DVD STORE,9 de enero de 2024,Castellano,"Español
Inglés
Portugués",1967,Italia,107,No recomendada a menores de 7 años,https://www.elcorteingles.es/cine/A18208033-requiescant-descanse-en-paz/?parentCategoryId=999.54220013&color=default
Al Infierno la Policía 1988,N/A,DVD STORE,9 de enero de 2024,"Castellano
Italiano
Inglés","Español
Portugués",1988,España,87,Para todos los públicos,https://www.elcorteingles.es/cine/MP_0000572_32342-al-infierno-la-policia-1988/?parentCategoryId=999.54220013&color=default
Evasión o Victoria Victory,"15,70 €",DVD STORE,9 de enero de 2024,Español,"Español
Alemán
Portugués
Inglés",1981,EEUU,116,Para todos los públicos,https://www.elcorteingles.es/cine/A29863202-evasion-o-victoria-victory/?parentCategoryId=999.54220013&color=default
Amor a Quemarropa BD edición especial con Funda + Postales + Tatoo,"16,19 €",DVD STORE,,"Castellano
Castellano
Inglés","Portugués
Castellano
Inglés",1993,EEUU,120,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/A41270715-amor-a-quemarropa-bd-edicion-especial-con-funda--postales--tatoo/?parentCategoryId=999.54220013&color=default
El Terror Del Mas Alla (Blu-Ray) (It! The Terror From Beyond Space),N/A,,7 de diciembre de 2017,"Castellano
Castellano",Castellano,,España,,Para todos los públicos,https://www.elcorteingles.es/cine/MP_0008858_8436558191488-el-terror-del-mas-alla-blu-ray-it-the-terror-from-beyond-space/?parentCategoryId=999.54220013&color=default
Dune,N/A,,19 de abril de 2018,"Castellano
Castellano","Español
Español",,España,,No recomendada a menores de 13 años,https://www.elcorteingles.es/cine/A16735285-dune/?parentCategoryId=999.54220013&color=default
RABIA ASESINA (DVD),N/A,,22 de marzo de 2018,Español,Español,2010,,,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/MP_0008555_8437008490625-rabia-asesina-dvd/?parentCategoryId=999.54220013&color=default
El Guerrero Americano 3 1989 BDr American Ninja 3: Blood Huntaka,17 €,DVD STORE,9 de enero de 2024,Español,"Español
Portugués",1989,EEUU,90,No recomendada a menores de 13 años,https://www.elcorteingles.es/cine/A42260073-el-guerrero-americano-3-1989-bdr-american-ninja-3-blood-huntaka/?parentCategoryId=999.54220013&color=default
Volcano,"14,94 €",DVD STORE,,"Inglés
Italiano
Alemán
Francés
Castellano
Catalán
Español","Francés
Alemán
Italiano
Portugués
Castellano
Inglés
Castellano",1997,EEUU,104,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/A45397911-volcano/?parentCategoryId=999.54220013&color=default
Street Fighter: Assassin's Fit (DVD),N/A,"TEMA DISTRIBUCIONES DISCOGRAFICAS, S.L.",26 de mayo de 2017,",",,,,98,No Disponible,https://www.elcorteingles.es/cine/MP_0000572_cine8073-street-fighter-assassins-fit-dvd/?parentCategoryId=999.54220013&color=default
Vuelo A Tánger Flight To Tangier,N/A,DVD STORE,9 de enero de 2024,"Castellano
Inglés",Español,1953,EEUU,90,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/A23312050-vuelo-a-tanger-flight-to-tangier/?parentCategoryId=999.54220013&color=default
Re-Animator 2 Metamorphosis,"11,19 €",DVD STORE,9 de enero de 2024,"Castellano
Inglés
Italiano","Francés
Castellano
Inglés",1990,Italia,95,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/A39167873-re-animator-2-metamorphosis/?parentCategoryId=999.54220013&color=default
LA MUJER DE FUEGO,"11,19 €",DVD STORE,9 de enero de 2024,"Español
Inglés","Español
Portugués",1983,EEUU,90,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/MP_0000572_14845-la-mujer-de-fuego/?parentCategoryId=999.54220013&color=default
Los centinelas (Blu-Ray),N/A,Llamentol,23 de noviembre de 2016,",",,,,96,Para todos los públicos,https://www.elcorteingles.es/cine/MP_0000572_cine36435-los-centinelas-blu-ray/?parentCategoryId=999.54220013&color=default
Señalado por la Muerte BD 1990 Marked for Death,"13,50 €",DVD STORE,,"Español
Inglés","Español
Francés
Alemán
Inglés",1990,EEUU,96,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/A35857726-senalado-por-la-muerte-bd-1990-marked-for-death/?parentCategoryId=999.54220013&color=default
Jim West 1965: Temporada 4 Volumen 1,"19,90 €",DVD STORE,9 de enero de 2024,"Inglés
Español",,1968,EEUU,600,Para todos los públicos,https://www.elcorteingles.es/cine/A28899605-jim-west-1965-temporada-4-volumen-1/?parentCategoryId=999.54220013&color=default
El Último Guerrero 1995,N/A,DVD STORE,9 de enero de 2024,"Castellano
Inglés",Castellano,1995,EEUU,92,No recomendada a menores de 7 años,https://www.elcorteingles.es/cine/MP_0000572_32740-el-ultimo-guerrero-1995/?parentCategoryId=999.54220013&color=default
Presidio Prison,13 €,DVD STORE,9 de enero de 2024,Castellano,"Español
Portugués",1988,EEUU,108,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/MP_0000572_29459-presidio-prison/?parentCategoryId=999.54220013&color=default
Ser o No Ser DVD 1942 To Be or Not to Be,"9,94 €",DVD STORE,9 de enero de 2024,"Español
Inglés","Español
Portugués",1942,EEUU,93,Para todos los públicos,https://www.elcorteingles.es/cine/A31630835-ser-o-no-ser-dvd-1942-to-be-or-not-to-be/?parentCategoryId=999.54220013&color=default
EL PROFESIONAL,N/A,DVD STORE,9 de enero de 2024,"Español
Inglés","Español
Francés
Portugués
Inglés",1981,Francia,108,No recomendada a menores de 16 años,https://www.elcorteingles.es/cine/A41463544-el-profesional/?parentCategoryId=999.54220013&color=default
El Retorno del Bandolero 1948 Return of the Bad Men,"9,94 €",DVD STORE,9 de enero de 2024,"Castellano
Inglés",Castellano,1948,EEUU,90,Para todos los públicos,https://www.elcorteingles.es/cine/A7983214-el-retorno-del-bandolero-1948-return-of-the-bad-men/?parentCategoryId=999.54220013&color=default
Avalancha 1978,"13,69 €",DVD STORE,9 de enero de 2024,Castellano,"Español
Portugués",1978,EEUU,91,No recomendada a menores de 13 años,https://www.elcorteingles.es/cine/MP_0000572_34183-avalancha-1978/?parentCategoryId=999.54220013&color=default
Policia contra la droga,N/A,DVD STORE,9 de enero de 2024,"Castellano
Italiano
Inglés","Español
Portugués",1988,España,90,Para todos los públicos,https://www.elcorteingles.es/cine/MP_0000572_32569-policia-contra-la-droga/?parentCategoryId=999.54220013&color=default
MR 73 (DVD),N/A,,22 de marzo de 2018,"Catalán
Catalán
Catalán",Español,,,,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/MP_0008555_8437007798548-mr-73-dvd/?parentCategoryId=999.54220013&color=default
Viejos muchachos,"9,94 €",DVD STORE,9 de enero de 2024,Dato no disponible,Español,2017,Francia,130,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/MP_0000572_35994-viejos-muchachos/?parentCategoryId=999.54220013&color=default
Rare Exports : Un Cuento Gamberro De Navidad,N/A,,7 de diciembre de 2017,Rumano,Español,,España,,Para todos los públicos,https://www.elcorteingles.es/cine/MP_0008858_8435153725029-rare-exports--un-cuento-gamberro-de-navidad/?parentCategoryId=999.54220013&color=default
Tierra Generosa (Canyon Passage),N/A,,7 de diciembre de 2017,Inglés,"Español
Español",,España,,Para todos los públicos,https://www.elcorteingles.es/cine/MP_0008858_8436558191273-tierra-generosa-canyon-passage/?parentCategoryId=999.54220013&color=default
La montaña siniestra The Mountain,"16,53 €",DVD STORE,9 de enero de 2024,",",,2018,EEUU,105,Para todos los públicos,https://www.elcorteingles.es/cine/A44447635-la-montana-siniestra-the-mountain/?parentCategoryId=999.54220013&color=default
ZOMBIS NAZIS 2 (DVD),N/A,,22 de marzo de 2018,"Alemán
Alemán
Alemán
Alemán",Español,,,,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/MP_0008555_8436540906441-zombis-nazis-2-dvd/?parentCategoryId=999.54220013&color=default
Operación Soldados de Juguete BDr 1991 Toy Soldiers,"12,44 €",DVD STORE,9 de enero de 2024,"Español
Inglés","Español
Portugués",1991,EEUU,112,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/A18538986-operacion-soldados-de-juguete-bdr-1991-toy-soldiers/?parentCategoryId=999.54220013&color=default
Gwendoline Gwendoline,"9,94 €",DVD STORE,9 de enero de 2024,",",,1984,Francia,105,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/A42043268-gwendoline-gwendoline/?parentCategoryId=999.54220013&color=default
SALVAJE Y LIBRE,N/A,DVD STORE,9 de enero de 2024,"Castellano
Inglés",Español,2018,Reino Unido,100,No recomendada a menores de 7 años,https://www.elcorteingles.es/cine/MP_0000572_28290-salvaje-y-libre/?parentCategoryId=999.54220013&color=default
Nunca Es Pronto Para Morir BD 1986 Never Too Young to Die,"13,69 €",DVD STORE,,"Castellano
Inglés",Castellano,1986,EEUU,96,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/A41590311-nunca-es-pronto-para-morir-bd-1986-never-too-young-to-die/?parentCategoryId=999.54220013&color=default
La Ruta del Opio 1972 Afyon oppio,4 €,DVD STORE,9 de enero de 2024,"Castellano
Inglés","Español
Portugués",1972,Italia,100,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/MP_0000572_22025-la-ruta-del-opio-1972-afyon-oppio/?parentCategoryId=999.54220013&color=default
Simbad Y El Ojo Del Tigre,N/A,DVD STORE,9 de enero de 2024,"Inglés
Francés","Español
Portugués
Inglés",1977,Reino Unido,113,Para todos los públicos,https://www.elcorteingles.es/cine/A40219786-simbad-y-el-ojo-del-tigre/?parentCategoryId=999.54220013&color=default
SHINOBI (DVD),N/A,,22 de marzo de 2018,"Catalán
Catalán
Catalán",Español,,,,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/A16745523-shinobi-dvd/?parentCategoryId=999.54220013&color=default
El Baron Rojo (Blu-Ray) (Bd-R) (Von Richthofen And Brown),N/A,,7 de diciembre de 2017,"Castellano
Castellano",Inglés,,España,,Para todos los públicos,https://www.elcorteingles.es/cine/MP_0008858_8436548862152-el-baron-rojo-blu-ray-bd-r-von-richthofen-and-brown/?parentCategoryId=999.54220013&color=default
CORAZA NEGRA,N/A,DVD STORE,9 de enero de 2024,Español,"Español
Portugués",1954,EEUU,99,Para todos los públicos,https://www.elcorteingles.es/cine/MP_0000572_1569-coraza-negra/?parentCategoryId=999.54220013&color=default
NON-STOP (SIN ESCALAS) (DVD),N/A,,15 de marzo de 2018,"Inglés
Inglés
Inglés","Catalán
Catalán",,,,No recomendada a menores de 13 años,https://www.elcorteingles.es/cine/MP_0008555_8422632056606-non-stop-sin-escalas-dvd/?parentCategoryId=999.54220013&color=default
La carrera de la muerte del año 2000 (Blu-Ray),N/A,JRB Producción,6 de abril de 2025,Inglés,Castellano,,,93,Para todos los públicos,https://www.elcorteingles.es/cine/A12946476-la-carrera-de-la-muerte-del-ano-2000-blu-ray/?parentCategoryId=999.54220013&color=default
El Guerrero Americano BD 1985 American Ninja,N/A,DVD STORE,9 de enero de 2024,"Inglés
Castellano","Portugués
Castellano",1985,EEUU,95,Para todos los públicos,https://www.elcorteingles.es/cine/A47163341-el-guerrero-americano-bd-1985-american-ninja/?parentCategoryId=999.54220013&color=default
LA TORRE DEL INFIERNO (DVD),N/A,,22 de marzo de 2018,"Cantonés
Cantonés",Español,2013,,,Para todos los públicos,https://www.elcorteingles.es/cine/A12892119-la-torre-del-infierno-dvd/?parentCategoryId=999.54220013&color=default
UN CEREBRO DE UN BILLON DE DOLARES,"13,69 €",DVD STORE,9 de enero de 2024,"Español
Inglés","Español
Portugués",1967,Reino Unido,111,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/MP_0000572_11331-un-cerebro-de-un-billon-de-dolares/?parentCategoryId=999.54220013&color=default
Bloodrayne 2 : Deliverance (Blu-Ray + Dvd) (Bloodrayne II: Deliverance),N/A,,7 de diciembre de 2017,"Castellano
Castellano",Español,,España,,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/MP_0008858_8436533825421-bloodrayne-2--deliverance-blu-ray--dvd-bloodrayne-ii-deliverance/?parentCategoryId=999.54220013&color=default
El Campeón del Videojuego BD 1989 The Wizard,"13,69 €",DVD STORE,9 de enero de 2024,Español,Español,1989,EEUU,99,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/A31188686-el-campeon-del-videojuego-bd-1989-the-wizard/?parentCategoryId=999.54220013&color=default
La fuerza de la venganza Avenging Force,"14,94 €",DVD STORE,9 de enero de 2024,",",,1986,EEUU,104,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/A44447636-la-fuerza-de-la-venganza-avenging-force/?parentCategoryId=999.54220013&color=default
Último Tren A Katanga BD 1968 The Mercenaries,N/A,DVD STORE,,"Inglés
Español","Español
Inglés",1968,Reino Unido,100,No recomendada a menores de 7 años,https://www.elcorteingles.es/cine/A30894074-ultimo-tren-a-katanga-bd-1968-the-mercenaries/?parentCategoryId=999.54220013&color=default
El Burlador de Castilla BD 1948 Adventures of Don Juan,"14,94 €",DVD STORE,9 de enero de 2024,"Castellano
Italiano
Inglés
Alemán
Francés","Francés
Italiano
Portugués
Castellano
Inglés",1948,EEUU,110,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/A45397910-el-burlador-de-castilla-bd-1948-adventures-of-don-juan/?parentCategoryId=999.54220013&color=default
El Cuentacuentos: Mitos Griegos DVD 1990 The Storyteller: Greek Myths,"9,94 €",DVD STORE,9 de enero de 2024,"Castellano
Alemán
Francés
Inglés","Francés
Alemán
Portugués
Castellano
Inglés",1990,Reino Unido,96,Para todos los públicos,https://www.elcorteingles.es/cine/A41270706-el-cuentacuentos-mitos-griegos-dvd-1990-the-storyteller-greek-myths/?parentCategoryId=999.54220013&color=default
La Ruta del Caribú 1949,N/A,DVD STORE,9 de enero de 2024,"Castellano
Inglés","Español
Portugués",1949,EEUU,78,Para todos los públicos,https://www.elcorteingles.es/cine/MP_0000572_34698-la-ruta-del-caribu-1949/?parentCategoryId=999.54220013&color=default
Pajaros De Fuego (Fire Birds),N/A,,7 de diciembre de 2017,Dato no disponible,,,España,,Para todos los públicos,https://www.elcorteingles.es/cine/MP_0008858_8436558191655-pajaros-de-fuego-fire-birds/?parentCategoryId=999.54220013&color=default
Desafío a la Muerte BD 2007 Until Death,"13,69 €",DVD STORE,9 de enero de 2024,"Castellano
Inglés","Castellano
Inglés",2007,EEUU,106,No recomendada a menores de 18 años,https://www.elcorteingles.es/cine/A42260072-desafio-a-la-muerte-bd-2007-until-death/?parentCategoryId=999.54220013&color=default
Spy Kids2: La isla de los sueños perdidos (Blu-Ray),N/A,"SAVOR EDICIONES, S.A.",23 de noviembre de 2016,",",,,,,No Disponible,https://www.elcorteingles.es/cine/MP_0000572_cine35916-spy-kids2-la-isla-de-los-suenos-perdidos-blu-ray/?parentCategoryId=999.54220013&color=default
SOPLO SALVAJE (DVD),N/A,,22 de marzo de 2018,"Inglés
Inglés","Español
Español",1953,,,No recomendada a menores de 13 años,https://www.elcorteingles.es/cine/MP_0008555_8436548860387-soplo-salvaje-dvd/?parentCategoryId=999.54220013&color=default
The Blue Iguana DVD 1988,"9,94 €",DVD STORE,9 de enero de 2024,"Castellano
Inglés",Castellano,1988,EEUU,90,Para todos los públicos,https://www.elcorteingles.es/cine/A28275928-the-blue-iguana-dvd-1988/?parentCategoryId=999.54220013&color=default
Gladiator,N/A,DVD STORE,9 de enero de 2024,"Castellano
Alemán","Alemán
Italiano
Inglés",2000,EEUU,98,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/A35395537-gladiator/?parentCategoryId=999.54220013&color=default
"Rob Roy, La Pasión De Un Rebelde BD 1995","13,69 €",DVD STORE,9 de enero de 2024,"Castellano
Italiano
Alemán
Francés
Inglés","Francés
Alemán
Portugués
Castellano
Inglés",1995,EEUU,139,No recomendada a menores de 12 años,https://www.elcorteingles.es/cine/A41590314-rob-roy-la-pasion-de-un-rebelde-bd-1995/?parentCategoryId=999.54220013&color=default
Hindenburg BDr 1975,"9,94 €",DVD STORE,9 de enero de 2024,"Castellano
Inglés
Alemán","Alemán
Portugués
Castellano
Inglés",1975,EEUU,125,Para todos los públicos,https://www.elcorteingles.es/cine/A47163340-hindenburg-bdr-1975/?parentCategoryId=999.54220013&color=default
SHERLOCK HOLMES Y EL ARMA SECRETA,N/A,DVD STORE,9 de enero de 2024,Castellano,Español,1942,EEUU,68,Para todos los públicos,https://www.elcorteingles.es/cine/A14576145-sherlock-holmes-y-el-arma-secreta/?parentCategoryId=999.54220013&color=default
Prácticamente muerto (DVD),N/A,"SAVOR EDICIONES, S.A.",2 de noviembre de 2016,"Italiano
Francés
Castellano","Castellano
Portugués
Inglés
Noruego
Árabe
Checo
Danés
Húngaro
Polaco",,,80,No recomendada a menores de 13 años,https://www.elcorteingles.es/cine/MP_0000572_cine6680-practicamente-muerto-dvd/?parentCategoryId=999.54220013&color=default
Spy Kids (Blu-Ray),N/A,"SAVOR EDICIONES, S.A.",23 de noviembre de 2016,Castellano,Inglés,,,130,No recomendada a menores de 7 años,https://www.elcorteingles.es/cine/MP_0000572_cine35918-spy-kids-blu-ray/?parentCategoryId=999.54220013&color=default
El León de Esparta (The 300 Spartans),N/A,,7 de diciembre de 2017,"Alemán
Alemán
Alemán
Alemán
Alemán","Alemán
Alemán
Alemán
Alemán
Alemán",,España,,No recomendada a menores de 13 años,https://www.elcorteingles.es/cine/MP_0008858_8420266921796-el-leon-de-esparta-the-300-spartans/?parentCategoryId=999.54220013&color=default
